From Greg Thompson's file at https://www.aviationweather.gov/docs/metar/stations.txt
FMCH MORONI/HAHAIA_IN 30 KM  -11.53333 43.26666 
FMCN MORONI/ICONI_ARP 6 KM  -11.68333 43.21666 
FMND ANDAPA 474 MG  -14.65 49.61666 
FMNH ANTALAHA/ANTSIRA 88 MG  -14.86666 50.25 
FMMI ANTANANARIVO/IVA 1269 MG  -18.8 47.46666 
FMME ANTSIRABE 1532 MG  -19.81666 47.06666 
FMNQ BESALAMPY 36 MG  -16.75 44.46666 
FMNA DIEGO-SUAREZ/ANT 108 MG  -12.33333 49.28333 
FMSG FARAFANGANA 6 MG  -22.8 47.81666 
FMSF FIANARANTSOA 1109 MG  -21.43333 47.1 
FMSD FT._DAUPHIN/TOLA 7 MG  -25.03333 46.95 
FMMH MAHANORO 5 MG  -19.81666 48.78333 
FMMO MAINTIRANO 23 MG  -18.05 44.01666 
FMNM MAJUNGA/MAHAJANG 18 MG  -15.66666 46.35 
FMSM MANANJARY 6 MG  -21.18333 48.36666 
FMSR MOROMBE 4 MG  -21.75 43.36666 
FMMV MORONDAVA 8 MG  -20.26666 44.31666 
FMNN NOSY_BE/FASCENE 10 MG  -13.31666 48.31666 
FMSO RANOHIRA 824 MG  -22.55 45.38333 
FMMS SAINTE-MARIE_ARP 4 MG  -17.08333 49.81666 
FMNS SAMBAVA_SUD 5 MG  -14.26666 50.16666 
FMMT TAMATAVE/TOAMASI 13 MG  -18.11666 49.38333 
FMST TULEAR/TOLIARA 8 MG  -23.36666 43.71666 
FMNV VOHEMAR 5 MG  -13.36666 50 
FMEP ST._PIERRE/FONDS 21 RE  -21.31666 55.41666 
FNKU BIE/KUITO/SILVA 1724 AO  -12.4 16.95 
FNCA CABINDA 14 AO  -5.58333 12.18333 
FNCT CATUMBELA 6 AO  -12.48333 13.48333 
FNDU DUNDO 749 AO  -7.4 20.81666 
FNHU HUAMBO/NOVA_LISB 1697 AO  -12.81666 15.76666 
FNLB LOBITO 3 AO  -12.36666 13.51666 
FNLU LUANDA/4_DE_FEVE 75 AO  -8.85 13.21666 
FNUB LUBANGO 1749 AO  -14.93333 13.56666 
FNUE LUENA 1354 AO  -11.76666 19.89999 
FNMA MALANGE 1174 AO  -9.51666 16.31666 
FNBC MBANZA/CONGO 570 AO  -6.26666 14.25 
FNME MENONGUE_EAST/SE 1343 AO  -14.65 17.66666 
FNMO NAMIBE 64 AO  -15.26666 12.15 
FNZE N'ZETO/AMBRIZETE 17 AO  -7.21666 12.86666 
FNGI ONDJIVA 1116 AO  -17.05 15.68333 
FNPA PORTO_AMBOIM 5 AO  -10.68333 13.75 
FNSA SAURIMO/HENRIQUE 1096 AO  -9.68333 20.43333 
FNSO SOYO 7 AO  -6.13333 12.36666 
FNSU SUMBE 6 AO  -11.16666 13.85 
FNUG UIGE 829 AO  -7.6 15.01666 
FNWK WAKU_KUNGU/CELA 1304 AO  -11.41666 15.11666 
FOOC COCOBEACH 13 GA  1 9.58333 
FOON FRANCEVILLE/MVEN 440 GA  -1.65 13.43333 
FOGR LAMBARENE 25 GA  -0.7 10.25 
FOOR LASTOURSVILLE 487 GA  -0.81666 12.73333 
FOOL LIBREVILLE/LEON 9 GA  0.45 9.41666 
FOOK MAKOKOU/EPASSENG 517 GA  0.56666 12.88333 
FOOY MAYUMBA 34 GA  -3.41666 10.65 
FOOE MEKAMBO 501 GA  1.01666 13.91666 
FOOM MITZIC 583 GA  0.76666 11.51666 
FOOD MOANDA 573 GA  -1.51666 13.26666 
FOGM MOUILA_CITY 90 GA  -1.83333 11.05 
FOGO OYEM 660 GA  1.53333 11.58333 
FOOG PORT_GENTIL 4 GA  -0.7 8.75 
FOOT TCHIBANGA 75 GA  -2.88333 10.95 
FPST SAO_TOME_IL/SALA 11 ST  0.36666 6.71666 
FQBR BEIRA 14 MZ  -19.8 34.9 
FQCH CHIMOIO 695 MZ  -19.14999 33.43333 
FQCB CUAMBA 607 MZ  -14.81666 36.51666 
FQFU FURANCUNGO 1262 MZ  -14.91666 33.61666 
FQIN INHAMBANE 10 MZ  -23.86666 35.38333 
FQLC LICHINGA 1362 MZ  -13.26666 35.25 
FQLU LUMBO 11 MZ  -15.01666 40.66666 
FQMA MAPUTO/MAVALANE 34 MZ  -25.91666 32.56666 
FQMR MARRUPA 838 MZ  -13.71666 37.53333 
FQMP MOCIMBOA_DA_PRAI 29 MZ  -11.33333 40.36666 
FQMU MUTARARA 89 MZ  -17.36666 35.01666 
FQNC NACALA 112 MZ  -14.48333 40.71666 
FQNP NAMPULA 434 MZ  -15.1 39.26666 
FQPB PEMBA 101 MZ  -12.98333 40.51666 
FQQL QUELIMANE 5 MZ  -17.86666 36.86666 
FQSG SONGO 882 MZ  -15.58333 32.76666 
FQTT TETE/CHINGOZI 146 MZ  -16.1 33.63333 
FQTE TETE 150 MZ  -16.16666 33.56666 
FQUG ULONGUE 1311 MZ  -14.21666 34.35 
FQVL VILANCULOS 15 MZ  -22 35.31666 
FQXA XAI_XAI 5 MZ  -25.05 33.61666 
FSPP PRASLIN 1 SC  -4.31666 55.7 
FSIA SEYCHELLES_INTL 3 SC  -4.66666 55.51666 
FSSS SEYCHELLES_INTL 4 SC  -4.66666 55.51666 
FTTN AM-TIMAN 436 TD  11.01666 20.26666 
FTTI ATI 334 TD  13.21666 18.31666 
FTTZ BARDAI-ZOUGRAMI 1074 TD  21.43333 17.05 
FTTK BOKORO 301 TD  12.36666 17.05 
FTTL BOL-BERIM 292 TD  13.41666 14.71666 
FTTB BONGOR 328 TD  10.28333 15.38333 
FTTY FAYA-LARGEAU_MI 234 TD  17.91666 19.1 
FTTH LAI 356 TD  9.4 16.3 
FTTM MONGO 428 TD  12.11666 18.41666 
FTTD MOUNDOU 420 TD  8.61666 16.06666 
FTTJ NDJAMENA_CIV/MI 295 TD  12.13333 15.03333 
FTTP PALA 455 TD  9.36666 14.91666 
FTTA SARH_CIV/MIL 361 TD  9.15 18.36666 
FTTR ZOUAR 809 TD  20.43333 16.56666 
FVBI BINGA 617 ZW  -17.61666 27.31666 
FVJN BULAWAYO 1331 ZW  -20.01666 28.63333 
FVBU BULAWAYO/WOODVAL 1329 ZW  -20.01666 28.61666 
FVCH CHIPINGE 1132 ZW  -20.18333 32.61666 
FVCZ CHIREDZI/BUFFALO 436 ZW  -21.01666 31.56666 
FVGO GOKWE 1282 ZW  -18.21666 28.91666 
FVTL GWERU/THORNHILL 1439 ZW  -19.43333 29.85 
FVHA HARARE/KUTSAGAM 1495 ZW  -17.91666 31.11666 
FVRG HARARE/MUGABE 1490 ZW  -17.93333 31.1 
FVWN HWANGE_NATL._PAR 1087 ZW  -18.63333 27 
FVKB KARIBA 515 ZW  -16.51666 28.88333 
FVKA KAROI 1344 ZW  -16.81666 29.61666 
FVMV MASVINGO 1103 ZW  -20.06666 30.86666 
FVGR MUTARE/GRAND_REE 1019 ZW  -18.96666 32.45 
FVMT MUTOKO 1244 ZW  -17.41666 32.21666 
FVRU RUSAPE 1430 ZW  -18.51666 32.11666 
FVFA VICTORIA_FALLS 1069 ZW  -18.1 25.85 
FWCT CHITIPA 1278 MW  -9.68333 33.26666 
FWDZ DEDZA 1632 MW  -14.31666 34.26666 
FWKI KAMUZU_INTL_AIRP 1225 MW  -13.78333 33.78333 
FWKA KARONGA 529 MW  -9.93333 33.86666 
FWLI LILONGWE_INTL_AR 1230 MW  -13.78333 33.78333 
FWLL LILONGWE_INTL_AR 1067 MW  -13.96666 33.76666 
FWMG MANGOCHI 485 MW  -14.41666 35.25 
FWMY MONKEY_BAY 474 MW  -14.06666 34.91666 
FWMZ MZIMBA 1351 MW  -11.86666 33.61666 
FWUU MZUZU 1254 MW  -11.43333 34.01666 
FWKK NKHOTA_KOTA 500 MW  -12.91666 34.26666 
FWSM SALIMA 513 MW  -13.75 34.56666 
FXMU MEJAMETALANA/MAS 1556 LS  -29.3 27.5 
FYAB AROAB 985 NA  -26.76666 19.63333 
FYAS AUS 1480 NA  -26.7 16.31666 
FYBG BAGANI 1010 NA  -18.11666 21.63333 
FYEN EENHANA 1121 NA  -17.48333 16.31666 
FYWE EROS_AIRPORT 1700 NA  -22.61666 17.08333 
FYGO GOBABEB 406 NA  -23.56666 15.05 
FYGB GOBABIS_ARPT 1436 NA  -22.5 18.96666 
FYGF GROOTFONTEIN 1407 NA  -19.6 18.11666 
FYGN HENTIES_BAY 1400 NA  -19.6 18.11666 
FYHN HENTIES_BAY 3 NA  -22.11666 14.28333 
FYWH J._G._STRIJDOM 1699 NA  -22.46666 17.46666 
FYKB KARASBURG 992 NA  -28.03333 18.73333 
FYKM KATIMA_MULILO 959 NA  -17.63333 24.18333 
FYKT KEETMANSHOOP 1064 NA  -26.53333 18.11666 
FYKX KHORIXAS 971 NA  -20.36666 14.96666 
FYLZ LUDERITZ/DIAZ_PO 129 NA  -26.68333 15.25 
FYMH MALTAHOEHE 1377 NA  -24.76666 16.98333 
FYML MARIENTAL_ARPT 1111 NA  -24.6 17.93333 
FYND NOORDOEWER 171 NA  -28.7 17.61666 
FYOH OKAHAO 1104 NA  -17.88333 15.06666 
FYOK OKAKARARA 1360 NA  -20.6 17.46666 
FYOO OKAUKUEJO_ARPT 1105 NA  -19.14999 15.91666 
FYOM OMARURU 1215 NA  -21.41666 15.93333 
FYOA ONDANGWA 1099 NA  -17.88333 15.96666 
FYOT OOTMOED 1203 NA  -24.01666 19.73333 
FYOP OPUWO 1190 NA  -18.06666 13.85 
FYOG ORANJEMUND 6 NA  -28.58333 16.45 
FYOS OSHAKATI 1100 NA  -17.8 15.7 
FYTN OTJINENE 1443 NA  -21.13333 18.78333 
FYOW OTJIWARONGO_ARPT 1480 NA  -20.43333 16.66666 
FYOJ OUTJO_AIRPORT 1321 NA  -20.08333 16.13333 
FYRH REHOBETH 1413 NA  -23.31666 17.08333 
FYRN RHINO_CAMP 756 NA  -20.01666 13.85 
FYRK ROOIKOP_SAAF/CI 88 NA  -22.96666 14.65 
FYRU RUNDU 1104 NA  -17.95 19.71666 
FYTE TERRACE_BAY 8 NA  -19.96666 13.01666 
FYTM TSUMEB 1327 NA  -19.26666 17.73333 
FYTK TSUMKWE 1152 NA  -19.58333 20.45 
FYWB WALVIS_BAY 87 NA  -22.98333 14.65 
FYWW WINDHOEK 1672 NA  -22.56666 17.1 
OAIX BAGRAM 1480 AF  34.95 69.26666 
OABN BAMIYAN 2550 AF  34.81666 67.81666 
OABD BEHSOOD 2975 AF  34.28333 67.83333 
EQBH CAMP_BASTION 900 AF  31.86666 64.2 
EQBI CHAGCHARAN 2252 AF  34.86666 65.45 
OADZ DARWAZ 1320 AF  38.41666 70.78333 
OAFZ FAIZABAD 1200 AF  37.11666 70.51666 
OAFR FARAH 700 AF  32.36666 62.16666 
EQBF FEYZABAD 1200 AF  37.11666 70.56666 
OAGZ GARDEZ 2350 AF  33.61666 69.23333 
OAGN GHAZNI 2183 AF  33.51666 68.41666 
OAGM GHELMEEN 2070 AF  34.86666 65.28333 
OAGL GULISTAN 1375 AF  32.61666 63.66666 
OAHJ HAJIGAK 3400 AF  34.56666 68.08333 
OAHR HERAT 964 AF  34.21666 62.21666 
OAEM ISKACHEM/ESHKASH 2620 AF  36.7 71.56666 
OAEQ ISLAM-QALA 800 AF  34.63333 61.56666 
OAJS JABUL-SARAJ 1630 AF  35.11666 69.25 
OAJL JALALABAD_MIL 559 AF  34.4 70.48333 
OAKB KABUL_INTL_MIL 1786 AF  34.54999 69.21666 
OAKJ KAJAKI 1000 AF  32.16666 65.08333 
OAKT KALAT 1565 AF  32.11666 66.9 
OAKR KALDAR 304 AF  37.2 67.71666 
EQCB KANDAHAR 1010 AF  31.51666 65.86666 
OAKN KANDAHAR_INTL_AR 1009 AF  31.5 65.83333 
OAEK KESHM 1000 AF  36.85 70.06666 
OAKS KHOST 1146 AF  33.35 69.95 
OAHN KHWAHAN 1040 AF  37.86666 70.21666 
EQBA KUNDUZ 433 AF  36.66666 68.91666 
OAUZ KUNDUZ 446 AF  36.66666 68.91666 
OALL LAL 2800 AF  34.5 66.28333 
OAMN MAIMANA/MIMANA 815 AF  35.91666 64.75 
EQBM MARZAR_I_SHARIF 378 AF  36.7 67.2 
OAMS MAZAR-I-SHARIF 382 AF  36.7 67.2 
OAPG PAGHMAN 2114 AF  34.56666 68.96666 
OAPJ PAN_JAO 2710 AF  34.36666 67.01666 
OAQD QADES 1280 AF  34.78333 63.41666 
OAQN QALA-I-NOW 914 AF  35 63.11666 
OASG SHEBIRGHAN 360 AF  36.66666 65.71666 
OASD SHINDAND 1150 AF  33.38333 62.26666 
EQTK TARIN_KOWT 1357 AF  32.6 65.84999 
OAOG URGOON 2262 AF  32.91666 69.11666 
OADW WAZAKHAW 2800 AF  32.2 68.33333 
OAYQ YANGI_QALA 810 AF  37.46666 69.66666 
OAZB ZEBAK 2600 AF  36.5 71.25 
OEAH AL_AHSA 180 SA  25.28333 49.48333 
OEBA AL_BAHA 1659 SA  20.3 41.63333 
OEDM AL_DAWADMI 922 SA  24.45 44.11666 
OESK AL-JOUF_CIV/MIL 671 SA  29.78333 40.1 
OEJB AL_JUBAIL 6 SA  27.05 49.4 
OEKJ AL_KHARJ_AB 487 SA  24.06666 47.58333 
OERR ARAR 554 SA  30.9 41.13333 
OEBH BISHA_CIV/MIL 1167 SA  19.98333 42.61666 
OEDW DAWADMI 990 SA  24.5 44.38333 
OEDR DHAHRAN_INTL_MI 17 SA  26.26666 50.16666 
OEGS GASSIM 647 SA  26.3 43.76666 
OEGN GIZAN 5 SA  16.89999 42.58333 
OEGT GURIAT 512 SA  31.41666 37.26666 
OEPA HAFR_AL-BATIN_AR 361 SA  28.33333 46.11666 
OEHL HAIL 1002 SA  27.43333 41.68333 
OEJN JEDDAH/KING_ABDU 8 SA  21.68333 39.15 
OEJD JEDDAH 15 SA  21.5 39.2 
OEKB KAIBER 754 SA  25.66666 39.38333 
OEKM KHAMIS_MUSHAIT_A 2038 SA  18.3 42.78333 
OEDF KING_FAHD_INTL 15 SA  26.43333 49.81666 
OEKK KING_KHALID_MIL 420 SA  27.9 45.51666 
OEMA MADINAH_INTL_ARP 639 SA  24.55 39.7 
OEMK MAKKAH/MECCA 367 SA  21.43333 40 
OEMH MUAYH 967 SA  22.43333 41.75 
OENG NEJRAN 1210 SA  17.61666 44.41666 
OEAO PRINCE_ABDULMAJE 615 SA  26.48333 38.11666 
OEPS PRINCE_SULTAN_AB 503 SA  24.06666 47.58333 
OERF RAFHA_PRIVATE 441 SA  29.61666 43.48333 
OERK RIYADH/KING_KHAL 618 SA  24.95 46.71666 
OERY RIYADH_SAUD-AFB 611 SA  24.71666 46.71666 
OESH SHARURAH_CIV/MI 720 SA  17.46666 47.11666 
OETB TABUK_SAUD-AFB 770 SA  28.36666 36.61666 
OETF TAIF_CIV/MIL 1460 SA  21.46666 40.53333 
OETR TURAIF 854 SA  31.7 38.73333 
OEWD WADI_AL_DAWASER 629 SA  20.5 45.2 
OEWJ WEJH 8 SA  26.18333 36.46666 
OEYN YENBO 20 SA  24.13333 38.06666 
OISA ABADEH 1949 IR  31.03333 52.78333 
OIBA ABUMUSA_ISLAND 7 IR  25.88333 55.03333 
OIAG AGHA_JARI 17 IR  30.73333 49.68333 
OIAW AHWAZ 25 IR  31.33333 48.76666 
OIHR ARAK 1658 IR  34.13333 49.85 
OITL ARDABIL 1314 IR  38.33333 48.41666 
OINB BABOLSAR -20 IR  36.71666 52.65 
OIKM BAM 974 IR  29.08333 58.45 
OIKB BANDAR_ABBAS_INT 6 IR  27.21666 56.36666 
OIBL BANDAR_LENGEH 25 IR  26.53333 54.81666 
OIAM BANDAR_MAHSHAHR 7 IR  30.55 49.15 
OIBH BASTAK 412 IR  27.2 54.31666 
OIMB BIRJAND 1512 IR  32.9 59.28333 
OIMN BOJNOURD 1065 IR  37.48333 57.3 
OICJ BORUJERD 1565 IR  33.9 48.75 
OIBB BUSHEHR_CIV/AFB 15 IR  28.93333 50.83333 
OIZC CHAH_BAHAR_IR-A 13 IR  25.45 60.38333 
OIAD DEZFUL_IRAN-AFB 142 IR  32.43333 48.4 
OIFM ESFAHAN_S_B_INTL 1539 IR  32.75 51.86666 
OISF FASA 1305 IR  28.9 53.71666 
OIAH GACH_SARANPRIVA 730 IR  30.33333 50.83333 
OICG GHASRE-SHIRIN 378 IR  34.51666 45.56666 
OIIK GHAZVIN 1278 IR  36.25 50.05 
OIKQ GHESHM/DAYRESTAN 9 IR  26.75 55.9 
OIIQ GHOM/QOM 928 IR  34.63333 50.88333 
OIMD GONABAD 1097 IR  34.38333 58.63333 
OINK GONBAD_GHABUS 30 IR  37.25 55.1 
OING GORGAN 0 IR  36.9 54.4 
OIHH HAMADAN 1742 IR  34.86666 48.55 
OICI ILAM_AIRPORT 1323 IR  33.58333 46.4 
OIIE IMAM_KHOMEINI 993 IR  35.41666 51.15 
OIZI IRANSHAHR 622 IR  27.23333 60.71666 
OIBJ JAM_AIRPORT 647 IR  27.81666 52.35 
OIZJ JASK 6 IR  25.65 57.8 
OINE KALALEH 125 IR  37.38333 55.45 
OIIP KARAJ/PAYAM 1270 IR  35.78333 50.83333 
OIFK KASHAN 1058 IR  33.9 51.58333 
OIMQ KASMAR 1101 IR  35.26666 58.46666 
OIKK KERMAN 1749 IR  30.25 56.96666 
OICC KERMANSHAH/BAKTA 1310 IR  34.35 47.16666 
OIGK KERMANSHAH 1314 IR  34.35 47.13333 
OIBQ KHARK_ISLAND 3 IR  29.26666 50.31666 
OICK KHORAM_ABAD 1156 IR  33.43333 48.28333 
OITK KHOY 1192 IR  38.41666 44.98333 
OIBK KISH_ISLAND 27 IR  26.53333 53.98333 
OISR LAMERD_AIRPORT 402 IR  27.36666 53.2 
OISL LAR_AIRPORT 804 IR  27.66666 54.36666 
OIBV LAVAN_ISLAND 23 IR  26.81666 53.35 
OITU MAKOU_AIRPORT 1364 IR  39.33333 44.43333 
OIHM MALAYER_AIRPORT 1744 IR  34.28333 48.81666 
OIMM MASHHAD_AFB/CIV 995 IR  36.23333 59.63333 
OIAI MASJED-SOLEYMAN 357 IR  32 49.26666 
OIKO MINAB 32 IR  27.1 57.06666 
OINN NOSHAHR -25 IR  36.66666 51.46666 
OITR ORUMIEH 1312 IR  37.66666 45.06666 
OITP PARSABAD 72 IR  39.6 47.88333 
OIBP PERSIAN_GULF_APT 13 IR  27.38333 52.73333 
OIKR RAFSANJAN 1603 IR  30.3 56.05 
OINR RAMSAR -19 IR  36.9 50.66666 
OIGG RASHT -16 IR  37.33333 49.6 
OIMS SABZEVAR 920 IR  36.16666 57.6 
OITS SAGHEZ 1493 IR  36.25 46.26666 
OITM SAHAND_AIRPORT 1340 IR  37.35 46.15 
OICS SANANDAJ 1369 IR  35.25 47.01666 
OIMC SARAKHS 287 IR  36.5 61.06666 
OINZ SARY_DASHTE_NAZ 8 IR  36.63333 53.2 
OIIS SEMNAN 1115 IR  35.38333 53.66666 
OIFS SHAHRE-KORD 2042 IR  32.28333 50.85 
OIMJ SHAHROUD 1285 IR  36.43333 55.1 
OISS SHIRAZ_CIV/AFB 1484 IR  29.53333 52.58333 
OIBS SIRRI_ISLAND 4 IR  25.9 54.55 
OIMT TABAS 693 IR  33.66666 56.88333 
OITT TABRIZIRAN-AB/C 1353 IR  38.13333 46.23333 
OIII TEHRAN/MEHRABAD 1182 IR  35.68333 51.3 
OIMH TORBAT-HEYDARIEH 1333 IR  35.26666 59.21666 
OISY YASOUJ_AIRPORT 1800 IR  30.7 51.55 
OIYY YAZD 1226 IR  31.9 54.28333 
OIZB ZABOL 483 IR  31.1 61.55 
OIZH ZAHEDAN_INTL_ARP 1378 IR  29.46666 60.91666 
OITZ ZANJAN 1630 IR  36.76666 48.36666 
OJAQ AQABA_INTL_AIRPO 45 JO  29.61666 35.01666 
OJHR HOTEL-4_'IRWAISH 688 JO  32.5 38.2 
OJHF HOTEL-5_'SAFAWI' 670 JO  32.2 37.11666 
OJBD IRBID_MET 619 JO  32.53333 35.85 
OJMN MA'AN 1070 JO  30.16666 35.76666 
OJMF MAFRAQ_JOR-AFB 687 JO  32.36666 36.25 
OJAI QUEEN_ALIA_INTL 723 JO  31.71666 36 
OKBK KUWAIT_INTL_MIL 55 KW  29.21666 47.96666 
OMAD ABU_DHABI/BATEEN 9 AE  24.41666 54.46666 
OMAA ABU_DHABI_INTL 13 AE  24.41666 54.65 
OMAL AL_AIN_INTNL_ARP 247 AE  24.25 55.6 
OMAH AL_HAMRA_AUX 4 AE  24.08333 52.46666 
OMDM AL_MINHAD_AIRB 42 AE  25.03333 55.36666 
OMAB BUHASA 94 AE  23.61666 53.36666 
OMDL DELMA_ISLAND 25 AE  24.5 52.33333 
OMDW DUBAI_AL_MAKTOUM 34 AE  24.9 55.16666 
OMDB DUBAI_INTL_AIRPO 5 AE  25.25 55.36666 
OMFJ FUJAIRAH_INTL_AR 27 AE  25.1 56.31666 
OMAJ JEBEL_DHANA 13 AE  24.18333 52.61666 
OMRK RAS_AL_KHAIMAH 18 AE  25.61666 55.93333 
OMSJ SHARJAH_INTL_ARP 33 AE  25.31666 55.51666 
OMSN SIR_ABU_NAIR 7 AE  25.21666 54.23333 
OODQ DUQM 116 OM  19.51666 57.65 
OOFD FAHUD_AUT 170 OM  22.35 56.46666 
OOGB GHABA_CENTRALPV 135 OM  21.36666 57.03333 
OOHA HAIMA 122 OM  19.96666 56.26666 
OOIA IBRA 1100 OM  22.61666 58.66666 
OOII IBRI 1000 OM  23.26666 56.51666 
OOKB KHASSAB_MIL 3 OM  26.21666 56.21666 
OOMA MASIRAH_OM-AFB 19 OM  20.66666 58.88333 
OONZ NIZWA 1900 OM  22.91666 57.51666 
OOSQ SAIQ 1755 OM  23.06666 57.63333 
OOSA SALALAH 20 OM  17.03333 54.1 
OOMS SEEB_INTL/MUSCAT 8 OM  23.58333 58.28333 
OOSH SOHAR_MAJIS 35 OM  24.38333 56.61666 
OOSR SUR 14 OM  22.51666 59.46666 
OOTH THUMRAIT_OM-AFB 445 OM  17.66666 54.01666 
OPBN BANNU 404 PK  32.96666 70.51666 
OPCH CHITRAL 1500 PK  35.85 71.81666 
OPDG DERA_GHAZI 150 PK  29.96666 70.48333 
OPDI DERA_ISMAIL_KHAN 173 PK  31.81666 70.91666 
OPFA FAISALABAD_INTL 180 PK  31.36666 73 
OPGT GILGIT 1454 PK  35.91666 74.31666 
OPGD GWADAR 9 PK  25.23333 62.33333 
OPKD HYDERABAD_AIRPOR 41 PK  25.31666 68.36666 
OPRN ISLAMABAD_CIV/M 502 PK  33.61666 73.08333 
OPIS ISLAMABAD 542 PK  33.54999 72.83333 
OPJA JACOBABAD_CIV/M 56 PK  28.3 68.46666 
OPJI JIWANI_CAPE 57 PK  25.06666 61.78333 
OPKL KALAT 2015 PK  29.01666 66.56666 
OPKC KARACHI_INTL_ARP 20 PK  24.9 67.13333 
OPMR KARACHI/MASROOR 16 PK  24.88333 66.91666 
OPLA LAHORE_CIV/MIL 217 PK  31.51666 74.4 
OPLH LAHORE/WALTON 215 PK  31.55 74.31666 
OPMI MIANWALI_CIV/MI 212 PK  32.53333 71.51666 
OPMN MIRANSHAHCIV/MI 921 PK  32.96666 70.11666 
OPMT MULTAN 122 PK  30.2 71.41666 
OPNH NAWABSHAH 30 PK  26.21666 68.38333 
OPOR ORMARA 2 PK  25.21666 64.61666 
OPPG PANJGUR 1003 PK  26.95 64.13333 
OPPI PASNI 11 PK  25.28333 63.35 
OPPS PESHAWAR_CIV/MI 356 PK  33.98333 71.51666 
OPQT QUETTA_CIV/MIL 1606 PK  30.25 66.93333 
OPRQ RAIFIQUI_PAK-AF 150 PK  30.76666 72.26666 
OPRS RISALPUR_PAK-AF 317 PK  34.06666 71.96666 
OPSS SAIDU_SHARIF 970 PK  34.81666 72.34999 
OPSR SARGODHA_PAK-AF 188 PK  32.03333 72.66666 
OPRK SHAIKH_ZAID 83 PK  28.38333 70.28333 
OPST SIALKOT_AIRPORT 234 PK  32.53333 74.36666 
OPSB SIBI 134 PK  29.55 67.86666 
OPSK SUKKUR 62 PK  27.71666 68.8 
OPTA TARBELA_DAM 340 PK  33.98333 72.59999 
OPTU TURBAT_NEW 122 PK  25.96666 63.01666 
EQBC AL_KUT 20 IQ  32.46666 45.75 
ORNI AL_NAJAF 33 IQ  31.98333 44.4 
ORAQ AL_QAIM 180 IQ  34.38333 41.01666 
ORBI BAGHDAD_INTL 37 IQ  33.26666 44.23333 
ORBB BAGHDAD-SIRSENK 34 IQ  33.21666 44.21666 
ORBD BALAD 45 IQ  33.93333 44.36666 
ORMM BASRAH/MAGAL 2 IQ  30.53333 47.66666 
ORER ERBIL_INTL 397 IQ  36.23333 43.96666 
ORBM MOSUL_IRQ-AFB 213 IQ  36.31666 43.13333 
ORQW QAYYARAH 228 IQ  35.76666 43.11666 
ORBS SADDAMIRQ-AFB/C 34 IQ  33.26666 44.21666 
ORMS SHAIBAH/BASRAH 19 IQ  30.41666 47.63333 
ORSU SULAYMANIYAH 760 IQ  35.56666 45.31666 
ORTL TALLIL 6 IQ  30.93333 46.08333 
ORSH TIKRIT 130 IQ  34.66666 43.53333 
OSDI DAMASCUS_CIV/MI 614 SY  33.41666 36.51666 
OSDZ DEIR_ZZOR_CIV/M 208 SY  35.28333 40.18333 
OSKL KAMISHLI 443 SY  37.03333 41.2 
OSLK LATAKIA 47 SY  35.4 35.95 
OSPR PALMYRA_CIV/MIL 404 SY  34.53333 38.28333 
OTHH DOHA_HAMAD_INTL 3 QA  25.26666 51.6 
OTBD DOHA_INTL_AIRPOR 13 QA  25.25 51.56666 
OYAA ADEN_INTL 3 YE  12.83333 45.01666 
ODAA ADEN_KHORMAKSAR 3 YE  12.81666 45.01666 
OYBI AL-BAYDA 1011 YE  13.96666 45.56666 
OYAG AL_GHAIDAH 36 YE  16.18333 52.16666 
OYGD AL-GHAIDAH 37 YE  16.18333 52.16666 
OYZM AL-HAZM 1900 YE  16.18333 44.76666 
OYAT ATAQ 1136 YE  14.55 46.83333 
OYDM DHAMAR 2404 YE  14.55 44.4 
OYHJ HAJJAH 1807 YE  15.7 43.6 
OYHD HODEIDAH 115 YE  14.75 42.96666 
OYIB IBB 1920 YE  13.96666 44.31666 
OYAN KAMARAN_ISLAND 15 YE  15.36666 42.56666 
OYMB MARIB 1100 YE  15.46666 45.31666 
OYMC MOKHA 3 YE  13.25 44.11666 
OYMK MOKHA 1 YE  13.31666 43.23333 
OYAR RIYAN 19 YE  14.65 49.36666 
OYRN RMUKALLA_INTL 17 YE  14.66666 49.38333 
OYSH SA'ADA/SADAH 1884 YE  16.96666 43.71666 
OYSN SANA'A_CIV/MIL 2191 YE  15.48333 44.21666 
OYSY SAYUN 701 YE  15.96666 48.78333 
OYSQ SOCOTRA_ISLAND 33 YE  12.61666 53.9 
OYTZ TAIZ/GANED 1385 YE  13.68333 44.13333 
UATT AKTJUBINSK 217 KZ  50.25 57.2 
UAAA ALMA-ATA 673 KZ  43.35 77.03333 
UATA ARALSK 56 KZ  46.78333 61.65 
UACC ASTANA_KAZAKHSTA 354 KZ  51.01666 71.46666 
UATG ATYRAU -23 KZ  47.11666 51.83333 
UAAH BALKHASH 427 KZ  46.9 75 
UAFM BISHKEK/MANAS 760 KZ  43.06666 74.48333 
UATR CELKAR 176 KZ  47.85 59.61666 
UAII CIMKENT 410 KZ  42.36666 69.48333 
UAFF FRUNZE 760 KZ  42.85 74.51666 
UAKK KARAGANDA 532 KZ  49.68333 73.34999 
UACK KOKSHETAU 261 KZ  53.31666 69.58333 
UAUU KOSTANAY 177 KZ  53.2 63.55 
UAOO KZYL-ORDA 130 KZ  44.7 65.59999 
UAFO OSH 892 KZ  40.6 72.8 
